xxx	B cells	Monocytes	NK cells	T cells, CD4+	T cells, CD8+
KLHL21	0.044945331278345	0.0722588924622155	0.0671407057965711	0.0826433228289652	0.0689971428125523
PHF13	0.0392041591203566	0.0260902135680812	0.0411619667474958	0.0390269279229893	0.0437530870092198
THAP3	0.113626828309438	0.109257987700919	0.114204520366092	0.117871017836599	0.134529181688063
DNAJC11	0.131867481818826	0.129226769188042	0.115036279635667	0.127669040486244	0.1377158011517
CAMTA1-DT	0.0194975630737039	0.0275687348908933	0.0116825339014719	0.00901512309809665	0.013375560521783
CAMTA1	0.347229892148169	0.882960082406354	0.953136217329252	0.382513618968215	0.302232142773921
VAMP3	0.149815018867303	0.763009956337195	0.190520671648015	0.18703519770371	0.156294770987608
PER3	0.0183605397738346	0.0370435003321683	0.0382013062193993	0.0463613878847352	0.0443653619726239
UTS2	0.0498375333768359	0.134409476744878	0.294497983999204	0.152904259850323	0.0698919330893816
TNFRSF9	0.00322652886416259	0.00882250319967602	0.0124166785988325	0.0139243971719961	0
PARK7	4.168899966682	9945.00767903464	64818567235494.2	80.9370508072643	4.32891297372204
ERRFI1	0.00556016701436057	0.00394441697613291	0.0117763171675877	0.004663265526019	0.00464240952729634
SLC45A1	0.00556016701436057	0.00358118225919833	0.00926720060789534	0.00751046387439208	0.0113301897881878
RERE	0.968364169112087	0.781758514046729	0.353000371816436	0.609566934015455	0.48668164475719
RERE-AS1	0.00543015430883508	0.00463124264091593	0.00179301200748531	0.00426189216997942	0.00382158872050941
ENO1	11.5250397580781	1309104.73948752	1.12737201289502e+32	2837.54631686059	15.905492161453
ENO1-AS1	0.00868824689413612	0.00381396452781312	0.00343991158356811	0.0115420081399482	0.0118078883782515
SLC2A5	0.0617242813058138	0.00354153849011219	0.125374301862768	0.000140382502325085	0
GPR157	0.0179985294865789	0.0203436843212877	0.00871883117259241	0.023235267580577	0.0205410393727381
H6PD	0.115754488144131	0.180372074843698	0.100041117331561	0.102543980194583	0.100538612323499
SPSB1	0.0158035031542633	0.0115565107921033	0.0462326151550816	0.0300519454033801	0.00798629965774208
SLC25A33	0.0856025947682629	0.0993283769798946	0.0610266693640946	0.0643896706351526	0.11314462721507
TMEM201	0.0190335679102436	0.0125712415033293	0.0153425097672308	0.0195744537217693	0.0232726545397797
PIK3CD	1.2667873046937	1.93350240635362	1.33461075237875	1.83270380001799	3.77103423036947
PIK3CD-AS1	0.0147914293393802	0.016373684890081	0.00854476288837255	0.0139987019306372	0.0238849295031839
PIK3CD-AS2	0.0110693415906188	0.00199779094314021	0.0103954778716666	0.00951733065458994	0.0202718866260572
CLSTN1	0.283508585374097	0.232240467830014	0.396295201885662	0.387361497597442	0.282396596991012
CTNNBIP1	0.0943188694917197	0.52465074092851	0.223243274013886	0.106779428983757	0.0911192168955662
LZIC	0.154746078399722	0.299063485994788	0.20887463437548	0.232293113104847	0.258994666964594
NMNAT1	0.0416082184256208	0.0738758395231218	0.0233208630751467	0.0252114914114837	0.0443653619726239
RBP7	0.0123202964979422	46.1947854868778	0.0505623533008442	0.0116413981616477	0.00464240952729634
UBE4B	0.218907731989817	0.298510118948969	0.222092701246854	0.232596727249847	0.301929656401772
KIF1B	0.0367210795476692	0.16823650132393	0.0719917441386169	0.0532891764297315	0.0251834489000345
PGD	0.408732653148292	223.320306957499	1.57608054632546	0.293001374454534	0.409100780528165
CENPS-CORT	0.00651618517060209	0.00342514735580479	0.011902531576318	0.00280765004650171	0.00191079436025471
CENPS	0.0113803594397721	0.00533212961971134	0.0102656143152436	0.011201920682491	0.0138532591118466
DFFA	0.191892022140348	0.171164002073686	0.155040999209363	0.152996995136066	0.179952491193961
PEX14	0.0992764295247372	0.064496757312229	0.111597618982707	0.124699935626917	0.138597228861785
CASZ1	0.0581286703707602	0.0256898752550115	0.065602587430975	0.0275495402965586	0.0124201633416556
AL139423.1	0.0115333367540791	0.00288029528040291	0.00848072674524807	0.00377055341184162	0.00238849295031838
C1orf127	0	0.00687587716668332	6.40361431244753e-05	7.01912511625427e-05	0
TARDBP	0.422235995187015	0.45312304629694	0.329121998182131	0.429715749600532	0.462221490909435
AL109811.2	0.013886403621241	0.017228066599319	0.00941331303929786	0.012364529002963	0.0141963813285699
SRM	1.14229296638812	4.36071687475358	1434803823814331648	1.31496260738866	1.33616498457595
EXOSC10	0.523558561929449	0.396677064073957	0.618427567919047	0.46294726001039	0.500229914853392
AL109811.1	0.00289608229804537	0.00163455622620562	0.00153686743498741	0.00203554628371374	0.00382158872050941
MTOR	0.198916618594609	0.234052722020568	0.189675189915028	0.182311092536536	0.176288173140261
UBIAD1	0.263455731438797	0.10597390071102	0.150641389284661	0.279895673611336	0.35299746880731
FBXO2	0.102302524528308	0.00788883395226581	0.0502041659581098	0.0598743217948794	0.0465453090795595
FBXO44	0.310768013846356	0.0759666265475252	0.281560308148895	0.333111844900464	0.335146101151762
FBXO6	0.0996384398119929	0.398517056775813	0.314201211780815	0.0680346372345755	0.0675034401390632
MAD2L2	0.200780976431653	0.445109521040659	0.529052002202365	0.212794694048824	0.192552619495893
DRAXIN	0.00615417488334642	0.013191067018309	0.0322831724856054	0.00520502138438366	0.00429928731057309
AGTRAP	0.195324543551373	16.4451713623523	1.20323081850274	0.294790455906604	0.261440603463316
C1orf167	0.000724020574511343	0.00245183433930844	0.000576325288120278	0.000280765004650171	0.000477698590063677
MTHFR	0.238631526261184	0.375609280333269	0.138140424110148	0.113663555719404	0.134603151158105
CLCN6	0.1795632117937	0.144178530782281	0.0691276175036038	0.0502792657057066	0.0628610306117669
NPPA	0.00162904629265052	0.00163455622620562	0.000576325288120278	0.000210573753487628	0.000477698590063677
AL021155.2	0.0156964550575193	0.122239648752415	0.0122408190444386	0.00655842930740765	0.00286619154038206
RNU5E-4P	0.00362010287255672	0.0716925305993063	0.00345795172872167	0.00203554628371374	0.000477698590063677
KIAA2013	0.546365707574073	0.669677329238271	0.793033394374593	0.338818679773588	0.276640933913844
PLOD1	0.0383975823866044	0.289928724078601	0.210678164017334	0.0183996054337822	0.0161071756888246
MFN2	0.0853619980741758	0.163526978823178	0.107949350094786	0.0988867736276449	0.108441610784475
MIIP	0.525204825871687	0.837992208882931	0.27838491507756	0.281144752189892	0.240842120542174
TNFRSF8	0.00181005143627836	0.294365159114613	0.00467721882357616	0.0012238942190544	0.000955397180127353
TNFRSF1B	47.6613827887201	630108.124689603	4.80871312006072	54.2193663085419	0.123426786899641
VPS13D	0.293230565292331	0.293031194754445	0.236697633932773	0.326075206400336	0.299695214004208
DHRS3	0.0188295981578342	0.0329377266757115	0.19122935733357	0.209721634551339	0.217175068609097
PRDM2	1.22814483972049	0.522581120789781	0.531482191636107	0.573546505611381	0.703308888681759
KAZN	0.00108603086176701	0.000181617358467292	0.000768433717493704	7.01912511625427e-05	0
TMEM51	0.000181005143627836	0.0368264588483484	0.000668317284062104	0	0.000477698590063677
FHAD1	0.000362010287255672	0.00530654716463759	0.0107726459372738	0.000491338758137799	0
AL031283.1	0.00217206172353403	0.00396999943120666	0.0222683289323378	0.000912486265113055	0.000477698590063677
EFHD2	403.695673089953	990480.506181862	55472232.5737615	15.2367445532306	1.7189332054509
CASP9	0.0762132919083972	0.0799412928482474	0.0654881836442161	0.0450143295919003	0.0481129812230909
DNAJC16	0.184330464407205	0.095886516797233	0.0992300570969009	0.132814825478827	0.155965011337629
AGMAT	0.0600069124698548	0.00988662489540603	0.030409662400473	0.101177826088435	0.126468912560278
DDI2	0.203368600072259	0.214887416693008	0.131125296968722	0.13945054847328	0.162165761281733
PLEKHM2	0.538075115365945	0.633789964570006	0.227479575167765	0.28268210086057	0.284534600648097
SLC25A34	0.00235306686716187	0.00487808622354312	0.000896506003742654	0.00140382502325085	0.00238849295031838
UQCRHL	0.00858626201793143	0.0127272764067228	0.00721804402791213	0.00322879755347697	0.00286619154038206
FLJ37453	0.197798098919021	0.291616874048013	0.131736876405045	0.186803650752143	0.271585463539803
SPEN	1.19274238044488	1.82370265399226	1.08583539172639	0.782096553216621	0.837981846702261
ZBTB17	0.18209505331224	0.150669699080796	0.146911754699505	0.15619294522311	0.160533451394883
EPHA2	0.000543015430883507	0	6.40361431244753e-05	0.000210573753487628	0
ARHGEF19	0.055160639588927	0.0248188920588102	0.0630448944978223	0.0549043540990135	0.06204020980498
ANO7L1	0.00307708744167321	0.00354153849011219	0.00668771473776277	0.00575568259532851	0.00429928731057309
CPLANE2	0.0209456042227266	0.00969094622292634	0.0122588591895921	0.0154331699031792	0.017674847832356
FBXO42	0.209832760941767	0.27785348534681	0.205843459415327	0.215482082888942	0.268562001332612
SZRD1	0.44582100391563	0.582470480568067	0.491882319325429	0.380071466744653	0.368088640412709
SPATA21	0.00633518002697426	0.00442404282737489	0.00782232516884976	0.00758065512555462	0.00941939542793311
NECAP2	0.554501382649735	1.07819618992894	0.545026658309015	1.06531875246216	0.817521938930014
LINC01772	0.0050681440215794	0.0136353631990593	0.00489470273027747	0.00589606509765359	0.00382158872050941
CROCCP3	0.0221616477900191	0.0155423454629658	0.0201813007918735	0.0259025351247536	0.0300950111740117
RNU1-1	0.0187225500610902	0.12077995195487	0.0190746462136038	0.0104584964232189	0.00955397180127354
AL137802.2	0.00579216459609075	0.00172536490543927	0.00612942959479605	0.00308841505115188	0.00573238308076412
NBPF1	0.243606096245991	0.173736858780544	0.133505156918901	0.18947143756334	0.354328599927287
CROCCP2	0.205430573272961	0.208165429803708	0.210093162639318	0.228313684241052	0.30559528206075
MST1P2	0.0045251285906959	0.0020630171673001	0.00422638544621537	0.00742049847229385	0.0100316703913372
EIF1AXP1	0.00307708744167321	0.00190698226390656	0.00115265057624056	0.00196535503255119	0.000477698590063677
CROCC	0.0932573305674558	0.0880305855692797	0.107419809909953	0.142790615819552	0.123997118413194
CROCCP4	0.0045251285906959	0.00254264301854208	0.00408027301481286	0.00784164597926911	0.00859857462114618
BX284668.5	0.326685260335148	0.800727715789644	0.164023668467787	0.205985796999529	0.272286926289611
RNU1-2	0.0117653343358093	0.029308161110345	0.0107860278977292	0.00863352389299276	0.00429928731057309
BX284668.6	0.0480698752663029	0.0186183194158485	0.0379228949777008	0.0246772697365397	0.0131064077751021
ATP13A2	0.123680560193356	0.147696821195516	0.153931897470293	0.149462971197066	0.141560084165677
SDHB	0.390788512615505	1.05317917666543	0.933205001474458	0.33529969259586	0.315190611608939
PADI2	0.000543015430883507	0.115921454617024	0.00246132929154741	0.000611947109527201	0.000477698590063677
PADI4	0.0234761403416987	1.25514316135909	0.391189456700195	0.0275080285489119	0.188333188245001
RCC2	0.232617373283811	0.556751030231857	0.393742769061461	0.12798017576325	0.228264686533711
ARHGEF10L	0.0045251285906959	0.340069814372645	0.00551702401636866	0.000701912511625427	0
ALDH4A1	0.0131113906086273	0.0297877869615869	0.0168781262716094	0.00892515769599843	0.00907627321120986
IFFO2	0.0831985354629987	0.104186668522987	0.221509495579706	0.201177788873621	0.133012784721105
UBR4	0.681638524958436	1.29570898796915	0.457958455732359	0.498296341298783	0.490734197326488
EMC1-AS1	0.00949128773607061	0.01956350980432	0.00923112031758822	0.0116626164913376	0.0169279964956115
EMC1	0.11831729114777	0.111888752249576	0.110238651138038	0.11116663528922	0.118287429625898
MRTO4	0.219710550902597	0.155916004025437	1.18174935390312	0.198193770657811	0.290386341785839
AKR7A2	0.480610927708443	0.958081744525182	0.626287598518412	0.439700200162226	0.469822724900603
PQLC2	0.0802004682887487	0.0976692459769508	0.0445173667889129	0.0279667609119832	0.0227949559497161
CAPZB	377840.72240014	5210.82306798894	1091018239.61306	1549.32378039515	19.3028025862084
MINOS1	1.69624324546739	92.2939041946481	1082713173.26886	3.16228138307999	3.22192038646962
NBL1	0.00369912313997987	0.0019466260329927	0.0112330299689918	0.0393449320972055	0.0661309512721702
AL031727.1	0.00362010287255672	0.0103521894326356	0.00243337343873006	0.00540472633951579	0.0114647661615282
HTR6	0.000181005143627836	0.000272426037700937	0.000704397574369228	0.00629743845369317	0.000955397180127353
TMCO4	0.120128459710691	0.0887671024681817	0.0973513862607895	0.0904591177040451	0.0688625664392119
OTUD3	0.0521855370234585	0.0367386375678481	0.0508506117909201	0.0620262768614966	0.075884137190103
UBXN10-AS1	0.00356911043445438	0.00467088641000207	0.0181636826050557	0.0309310463808829	0.00368701234716898
UBXN10	0.00297510256546852	0.00190698226390656	0.00984352589601563	0.0050339959327674	0.000477698590063677
CAMK2N1	1.02816379162936	0.0116102158752019	0.1651004553518	0.109183875212197	0.0610015114280866
MUL1	0.124279631282881	0.0907428588075348	0.116142393874371	0.109871957542388	0.10489850653737
CDA	0.00524914916520724	32.7671356969982	0.0577349416703507	0.0144763565425058	0.00846399824780575
PINK1	0.119680545645301	0.34216235843766	0.218225728051146	0.134096385253181	0.142246328599124
PINK1-AS	0.00199105657990619	0.0123640416897882	0.00784036531400332	0.00648823805624511	0.00812087603108251
DDOST	1.35302222540031	9.35299959426508	3250358395987.91	1.63087390048751	1.5563107622256
KIF17	0	0.00335992113164489	6.40361431244753e-05	0	0
HP1BP3	2.6093378496571	4.03184760597476	55.0259851782611	3.55425261094906	3.98664535463785
EIF4G3	0.619168168896302	0.556814495273856	0.762164550929329	0.2277324202862	0.185262481701257
RPS15AP6	0.00108603086176701	0.00154374754697198	0.000384216858746852	0.000210573753487628	0
ECE1	0.295909732899955	0.433478216413222	0.232018323540804	0.359281024776608	0.252236948073681
AL031005.1	0.00144804114902269	0.0019167294793245	0.00655151801402405	0.000561530009300342	0.00238849295031838
AL031728.1	0.0152834523321613	0.00136213018850469	0.00286358629544783	0.0111208606329729	0.00429928731057309
NBPF3	0.0321679231276525	0.017710232623512	0.0721304427235731	0.0603887693188877	0.0741172509299123
ALPL	0.00623319515076957	0.000454043396168229	0.000320180715622376	7.01912511625427e-05	0
USP48	0.56261051797252	0.64634055811442	0.750716151287383	0.413715286008473	0.382364877800961
LDLRAD2	0.00343909772892888	0.00430765169306749	0.00188500400342714	7.01912511625427e-05	0.000955397180127353
HSPG2	0.00646519273249975	0.0032435299973375	0.00512851402623027	0.0040513184164918	0.00668778026089148
LINC01635	0.000724020574511343	0.00118051283003739	0.000576325288120278	0.00126344252092577	0.00477698590063677
LINC00339	0.178611846655919	0.129995009087562	0.126448460125585	0.139540586884973	0.289856060413926
AL031281.2	0.0077322287378946	0.0156587365972732	0.00726404002588304	0.00554510884184088	0.00525468449070044
AL031281.3	0.00592217730161624	0.00633102509128144	0.00602931316136446	0.00610663885114122	0.00955397180127354
CDC42	357.829299736202	206.338595099865	27258922.3560541	411.463424729951	6.29021561544841
CDC42-IT1	0.000905025718139179	0.00726469433869165	0.0010245782899916	0.00105286876743814	0.000477698590063677
ZBTB40	0.174056869945731	0.15428998154156	0.139288307822776	0.176947717415589	0.214402095695141
C1QA	0.00157805385454818	5020491069670020	0.00322976300904112	0.000421147506975256	0.000955397180127353
C1QC	0.000181005143627836	6.44965275508847e+34	0.000430212856717765	7.01912511625427e-05	0
C1QB	0.000362010287255672	1.3293725149702e+26	0.000814429715464617	0.000210573753487628	0
EPHB2	0	0.0427414048417653	0.000512289144995802	0.000350956255812713	0
KDM1A	0.372304854117176	0.42564987615679	0.445440934135634	0.324853968458592	0.413733858328737
LUZP1	0.0683084688663067	0.159248880658145	0.10703677737447	0.111061934171374	0.0626658473351284
LINC01355	0.0228856683645305	0.0164900760243884	0.012350851185534	0.016365430319228	0.0232726545397797
HNRNPR	2.84835666642349	3.11580417278726	19839615.3018183	2.38589444287674	2.00887130418646
ZNF436	0.0214886196536101	0.03366697771356	0.0290038309382454	0.0300961994893458	0.0283927626571398
ZNF436-AS1	0.00615417488334642	0.00726469433869165	0.00446448987355971	0.00636762970485571	0.0140618049552294
TCEA3	0.0186749052418804	0.0435689478468199	0.0374843874320152	0.244652071386142	0.290956176420082
E2F2	0.0170899678766221	0.0500025513291701	0.0585691695263887	0.0177398375431577	0.000477698590063677
ID3	8318026834.37591	173.349707381179	56588609.1245596	1.42359759484932	0.832896764127899
MDS2	0.0960353468912251	0.0159744655952404	0.0322900459924865	0.27364285633751	0.24554916781279
RPL11	1.08482689661284e+62	2.08500581295685e+84	1.65870317544607e+77	2.83463503434061e+59	9.60428317162807e+58
ELOA	0.303233285313274	0.313898461750247	0.191237643819809	0.166859938347707	0.161748669594968
ELOA-AS1	0.0396681542838169	0.0249097007380438	0.0227806180773336	0.0379091659650987	0.0536501810272166
PITHD1	35.6137140918252	0.660376724120378	390791.085470404	0.554475910393536	0.629985644601522
LYPLA2	0.395601587676264	0.461746206380092	0.528625899323186	0.491222082017251	0.523691866080171
GALE	0.0324789409768058	0.099985772088702	0.0557434566436789	0.0439135994466266	0.0360359400981586
HMGCL	0.128265280334511	0.18963496646217	0.120033534053249	0.123719221556417	0.166317109652222
FUCA1	0.0672564204908535	0.288181139309608	0.111697955347829	0.0849783097760406	0.0653840999354257
CNR2	0.456319201318555	0.00813567753489299	0.0280918651648386	0.0123433836828678	0.00464240952729634
