ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment,gs_description,results_path
AIZARANI_LIVER_C18_NK_NKT_CELLS_5,AIZARANI_LIVER_C18_NK_NKT_CELLS_5,77,-0.852835244820816,-2.69434814041917,1e-10,5.77049180327869e-10,2.62295081967213e-10,249,tags=75%, list=11%, signal=69%,RNASE6/C1orf162/ATP6V1B2/LILRB3/TGFBI/SCIMP/SLC11A1/LILRB1/SLC7A7/CLEC7A/VIM/TNFRSF1B/PTPRE/CEBPB/ALOX5/CD37/FPR1/PTPN6/POU2F2/RAB31/MPEG1/NCF1/NCF2/LILRB2/IGSF6/MS4A7/NPC2/HCK/PLEK/CPVL/HLA-DMA/ZEB2/LYN/FGL2/TNFAIP2/FGR/CYBB/COTL1/S100A11/SAT1/HLA-DQB1/MNDA/VCAN/FTH1/LST1/AIF1/CTSS/HLA-DPB1/PSAP/FCER1G/HLA-DPA1/FCN1/TYROBP/HLA-DRA/S100A9/LYZ/CST3/S100A8,,C8/
BUSSLINGER_GASTRIC_LYZ_POSITIVE_CELLS,BUSSLINGER_GASTRIC_LYZ_POSITIVE_CELLS,70,0.661702901094418,2.58447280881537,1e-10,5.77049180327869e-10,2.62295081967213e-10,268,tags=80%, list=12%, signal=73%,RPS12/RPL3/RPS27/RPS4X/EEF1A1/RPS3/RPL32/RPS15A/RPL30/RPS18/EEF1B2/RPL5/RPS6/RPL14/TPT1/RPL13/RPS5/RPL34/RPS14/EEF1G/RPL10/RPL36/NOP53/RPS21/RPL9/RPL35A/RPS3A/RPL10A/RPL11/RPL19/RPS28/RPS23/RPL37/RPL39/RPS8/RPL18/RPL17/RPL18A/RPLP0/RPL29/RPL23A/RPL6/RPL28/RPS2/RPS10/RPS15/RPS13/RPS7/EEF2/RPL7A/PABPC1/RPL31/RACK1/RPL26/RPL12/RPL41,,C8/
BUSSLINGER_GASTRIC_PPP1R1B_POSITIVE_CELLS,BUSSLINGER_GASTRIC_PPP1R1B_POSITIVE_CELLS,84,0.660883047930673,2.67195174596891,1e-10,5.77049180327869e-10,2.62295081967213e-10,268,tags=74%, list=12%, signal=68%,RPS12/RPL3/RPS27/RPS4X/EEF1A1/RPS3/RPS27A/RPL32/RPS15A/RPL30/RPS18/EEF1B2/RPL5/RPS6/NPM1/RPL14/RPL13/RPS5/RPL34/RPS14/EEF1G/RPS29/RPL36/RPS21/RPL9/RPL35A/RPS3A/RPL10A/RPL11/RPL19/RPL4/RPS28/RPS23/RPL37/RPL39/RPS8/RPL18/RPL22/RPL17/RPL18A/RPS16/RPLP0/RPL29/RPL23A/ADD3/RPL28/RPS2/RPS10/RPS15/RPS13/EEF2/RPLP2/RPL7A/PABPC1/RPS19/HNRNPA1/RPL31/RACK1/RPL26/RPL13A/RPL12/RPL41,,C8/
CUI_DEVELOPING_HEART_C8_MACROPHAGE,CUI_DEVELOPING_HEART_C8_MACROPHAGE,190,-0.795932811290441,-2.79447144678735,1e-10,5.77049180327869e-10,2.62295081967213e-10,314,tags=61%, list=14%, signal=57%,CTSD/NCF4/ARRB2/THEMIS2/SKAP2/TPM3/REL/EVI2B/PIK3AP1/LCP1/CD300A/HERPUD1/GRB2/ADA2/TCIRG1/GLRX/RNASE6/CTSC/BST2/PRKCD/C1orf162/ATP6V1B2/VSIR/RHOG/CTSB/VAMP8/IQGAP1/DUSP1/AOAH/PRAM1/JUNB/LAT2/CASP1/JAML/CLEC7A/CNPY3/SERPINB1/TNFRSF1B/PTPRE/CEBPB/GLIPR1/ALOX5/HLA-DMB/CD36/TBXAS1/LY86/MYO1F/CD37/FPR1/GNAI2/ATP6V0B/CALHM6/NEAT1/PTPN6/POU2F2/RAB31/CARD16/LSP1/PILRA/MPEG1/CX3CR1/ARPC1B/SYK/FCGRT/GPX1/MEF2C/CSF3R/NCF2/LILRB2/IGSF6/MS4A7/NPC2/ARPC3/HCK/ITGB2/RNF130/STXBP2/SRGN/PLEK/CD68/SH3BGRL3/CPVL/HLA-DMA/PYCARD/LYN/FGL2/CSTA/TKT/CD14/MS4A6A/EFHD2/CYBB/GRN/CYBA/COTL1/IFI30/HLA-DQB1/S100A4/MNDA/CEBPD/SPI1/LST1/AIF1/CTSS/HLA-DPB1/PSAP/FCER1G/HLA-DPA1/HLA-DRB1/TYROBP/HLA-DRA/S100A9/CD74/LYZ/CST3/S100A8,,C8/
CUI_DEVELOPING_HEART_C9_B_T_CELL,CUI_DEVELOPING_HEART_C9_B_T_CELL,123,0.545021748919016,2.36137499113853,1e-10,5.77049180327869e-10,2.62295081967213e-10,264,tags=43%, list=12%, signal=40%,IL7R/TCF7/CD3E/LEF1/LINC00861/CD3D/IL32/SARAF/ETS1/GIMAP7/LTB/CD3G/LCK/SPOCK2/PIK3IP1/EVL/RGCC/LEPROTL1/IFITM1/CD7/ITK/SELL/DENND2D/FYB1/BTG1/SKAP1/TAGAP/GIMAP4/ACAP1/LAT/SATB1/TMC8/RHOH/ZAP70/PIM2/ARHGAP15/CD96/ARL4C/PRKCH/GPR183/TBC1D10C/CLEC2D/CD247/CYTIP/FCMR/STK4/PTPRCAP/ARHGEF1/PABPC1/IL16/DNAJB1/PTPRC/RIPOR2,,C8/
DESCARTES_FETAL_ADRENAL_MYELOID_CELLS,DESCARTES_FETAL_ADRENAL_MYELOID_CELLS,46,-0.881340490721436,-2.60043552348681,1e-10,5.77049180327869e-10,2.62295081967213e-10,227,tags=89%, list=10%, signal=82%,RNASE6/LILRB3/FGD2/SCIMP/PRAM1/SLC11A1/LILRA5/LILRB1/SLC7A7/CLEC7A/LRRC25/HLA-DMB/FPR1/CALHM6/PILRA/MPEG1/NCF2/LILRB2/IGSF6/MS4A7/HCK/CD68/CPVL/HLA-DMA/CD14/MS4A6A/CTSZ/CYBB/CFD/TYMP/HLA-DQB1/MNDA/SPI1/HLA-DQA1/HLA-DPB1/HLA-DPA1/FCN1/HLA-DRB1/HLA-DRA/LYZ/CST3,descartes DE_gene_by_organ.csv, fold.change>5, qval<0.05, pval<0.05,C8/
DESCARTES_FETAL_CEREBELLUM_MICROGLIA,DESCARTES_FETAL_CEREBELLUM_MICROGLIA,155,-0.658055233723372,-2.26465371777859,1e-10,5.77049180327869e-10,2.62295081967213e-10,283,tags=48%, list=12%, signal=45%,EVI2B/UNC93B1/PLCG2/PIK3AP1/LCP1/ADA2/BTK/RNASE6/CTSC/PRKCD/ATP6V1B2/CTSB/LILRB3/FGD2/C19orf38/AOAH/ODF3B/SCIMP/PRAM1/CASP1/SLC11A1/LILRB1/SLC7A7/CLEC7A/GLIPR1/PLBD1/LRRC25/ALOX5/HLA-DMB/TNFSF13B/CD36/TBXAS1/LY86/MYO1F/CD37/FPR1/PTPN6/BLVRB/MPEG1/CX3CR1/SYK/CAPG/CSF3R/LILRB2/IGSF6/MS4A7/HCK/ITGB2/STXBP2/PLEK/CD68/CPVL/HLA-DMA/LGALS3/LYN/CD14/MS4A6A/CTSZ/CYBB/CFD/TYMP/S100A4/MNDA/SPI1/LST1/AIF1/SERPINA1/CTSS/FTL/FCER1G/TYROBP/S100A9/CD74/LYZ,descartes DE_gene_by_organ.csv, fold.change>5, qval<0.05, pval<0.05,C8/
DESCARTES_FETAL_CEREBRUM_MICROGLIA,DESCARTES_FETAL_CEREBRUM_MICROGLIA,102,-0.682640436894706,-2.24294465807781,1e-10,5.77049180327869e-10,2.62295081967213e-10,313,tags=55%, list=14%, signal=50%,NCF4/ARRB2/PPT1/EVI2B/UNC93B1/PLCG2/PIK3AP1/ADA2/RNASE6/CTSC/CTSB/LILRB3/OAS1/FGD2/C19orf38/AOAH/PRAM1/LAT2/CASP1/SLC11A1/LILRB1/SLC7A7/CLEC7A/GLIPR1/LRRC25/HLA-DMB/LY86/MYO1F/CD37/BLVRB/MPEG1/CX3CR1/NCF1/CAPG/CSF3R/NCF2/LILRB2/MS4A7/ITGB2/CD68/CPVL/LGALS3/MS4A6A/CYBB/TYMP/IFI30/MNDA/SPI1/AIF1/SERPINA1/CTSS/TYROBP/S100A9/CD74/LYZ/S100A8,descartes DE_gene_by_organ.csv, fold.change>5, qval<0.05, pval<0.05,C8/
DESCARTES_FETAL_HEART_MYELOID_CELLS,DESCARTES_FETAL_HEART_MYELOID_CELLS,35,-0.905620344767003,-2.53137256271606,1e-10,5.77049180327869e-10,2.62295081967213e-10,227,tags=97%, list=10%, signal=89%,LILRB3/FGD2/C19orf38/SCIMP/SLC11A1/JAML/LILRB1/CLEC7A/LRRC25/HLA-DMB/FPR1/PILRA/MPEG1/NCF2/IGSF6/MS4A7/HCK/CSTA/CD14/MS4A6A/NAPSB/CYBB/MNDA/SPI1/HLA-DQA1/HLA-DRB5/HLA-DPA1/FCN1/HLA-DRB1/TYROBP/HLA-DRA/CD74/LYZ/S100A8,descartes DE_gene_by_organ.csv, fold.change>5, qval<0.05, pval<0.05,C8/
DESCARTES_FETAL_INTESTINE_MYELOID_CELLS,DESCARTES_FETAL_INTESTINE_MYELOID_CELLS,63,-0.861833740139603,-2.66671163549651,1e-10,5.77049180327869e-10,2.62295081967213e-10,262,tags=83%, list=11%, signal=75%,CIITA/RNASE6/C1orf162/LILRB3/FGD2/ZNF385A/AOAH/SCIMP/LILRA5/LILRB1/CLEC7A/HLA-DMB/TBXAS1/LY86/FPR1/MPEG1/CX3CR1/NCF1/CSF3R/NCF2/CFP/LILRB2/IGSF6/MS4A7/HCK/PLEK/CPVL/HLA-DMA/FGL2/CD14/MS4A6A/NAPSB/CYBB/TYMP/IFI30/HLA-DQB1/MNDA/SPI1/HLA-DQA1/AIF1/HLA-DRB5/CTSS/HLA-DPB1/FCER1G/HLA-DPA1/FCN1/HLA-DRB1/TYROBP/HLA-DRA/CD74/LYZ/CST3,descartes DE_gene_by_organ.csv, fold.change>5, qval<0.05, pval<0.05,C8/
DESCARTES_FETAL_KIDNEY_MYELOID_CELLS,DESCARTES_FETAL_KIDNEY_MYELOID_CELLS,37,-0.877179815940298,-2.48848041888082,1e-10,5.77049180327869e-10,2.62295081967213e-10,262,tags=92%, list=11%, signal=83%,CIITA/RNASE6/C1orf162/CTSB/FGD2/ODF3B/SCIMP/LILRB1/CLEC7A/LRRC25/HLA-DMB/MPEG1/NCF1/NCF2/LILRB2/IGSF6/MS4A7/HCK/CD68/CPVL/CSTA/MS4A6A/NAPSB/CYBB/IFI30/HLA-DQB1/MNDA/SPI1/AIF1/HLA-DRB5/HLA-DPB1/FCN1/CST3/S100A8,descartes DE_gene_by_organ.csv, fold.change>5, qval<0.05, pval<0.05,C8/
DESCARTES_FETAL_LIVER_MYELOID_CELLS,DESCARTES_FETAL_LIVER_MYELOID_CELLS,37,-0.883202664920693,-2.50556670094207,1e-10,5.77049180327869e-10,2.62295081967213e-10,249,tags=92%, list=11%, signal=83%,RNASE6/C1orf162/CTSB/LILRB3/FGD2/SCIMP/LILRA5/LILRB1/CLEC7A/PLBD1/LRRC25/FPR1/CALHM6/RAB31/PILRA/MPEG1/NCF2/CFP/LILRB2/IGSF6/MS4A7/CD68/CPVL/FGL2/TNFAIP2/NAPSB/CYBB/CFD/TYMP/HLA-DQA1/CTSS/FCN1/TYROBP/CST3,descartes DE_gene_by_organ.csv, fold.change>5, qval<0.05, pval<0.05,C8/
DESCARTES_FETAL_LUNG_MYELOID_CELLS,DESCARTES_FETAL_LUNG_MYELOID_CELLS,40,-0.898267612003798,-2.61343635561998,1e-10,5.77049180327869e-10,2.62295081967213e-10,262,tags=98%, list=11%, signal=88%,CIITA/RNASE6/LILRB3/FGD2/TGFBI/C19orf38/SCIMP/PRAM1/LILRA5/CLEC7A/LRRC25/FPR1/PILRA/MPEG1/NCF2/LILRB2/IGSF6/MS4A7/HCK/CPVL/HLA-DMA/FGL2/CD14/MS4A6A/NAPSB/CYBB/IFI30/HLA-DQB1/MNDA/SPI1/HLA-DQA1/HLA-DRB5/HLA-DPB1/HLA-DPA1/FCN1/HLA-DRB1/HLA-DRA/CD74/LYZ,descartes DE_gene_by_organ.csv, fold.change>5, qval<0.05, pval<0.05,C8/
DESCARTES_FETAL_MUSCLE_MYELOID_CELLS,DESCARTES_FETAL_MUSCLE_MYELOID_CELLS,36,-0.887507407280417,-2.50572166993261,1e-10,5.77049180327869e-10,2.62295081967213e-10,183,tags=83%, list=8%, signal=78%,CASP1/JAML/CLEC7A/GLIPR1/LY86/NCF2/CFP/IGSF6/MS4A7/HCK/HLA-DMA/CD14/MS4A6A/NAPSB/CYBB/HLA-DQB1/MNDA/SPI1/HLA-DQA1/AIF1/CTSS/HLA-DPB1/HLA-DPA1/FCN1/HLA-DRB1/HLA-DRA/S100A9/CD74/LYZ/CST3,descartes DE_gene_by_organ.csv, fold.change>5, qval<0.05, pval<0.05,C8/
DESCARTES_FETAL_PANCREAS_MYELOID_CELLS,DESCARTES_FETAL_PANCREAS_MYELOID_CELLS,57,-0.914579606440072,-2.80506591310711,1e-10,5.77049180327869e-10,2.62295081967213e-10,249,tags=100%, list=11%, signal=91%,C1orf162/LILRB3/OGFRL1/CLEC12A/FGD2/ZNF385A/C19orf38/SCIMP/PRAM1/LILRA5/JAML/LILRB1/CLEC7A/LRRC25/TBXAS1/MYO1F/FPR1/PILRA/MPEG1/CX3CR1/NCF1/CSF3R/NCF2/CFP/LILRB2/IGSF6/MS4A7/HCK/SRGN/PLEK/CD68/CPVL/FGL2/CSTA/CD14/MS4A6A/FGR/NAPSB/CTSZ/CYBB/IFI30/S100A12/HLA-DQB1/MNDA/SPI1/HLA-DQA1/LST1/HLA-DRB5/FCER1G/HLA-DPA1/FCN1/HLA-DRB1/TYROBP/S100A9/LYZ/S100A8,descartes DE_gene_by_organ.csv, fold.change>5, qval<0.05, pval<0.05,C8/
DESCARTES_FETAL_PLACENTA_MYELOID_CELLS,DESCARTES_FETAL_PLACENTA_MYELOID_CELLS,42,-0.882399473558517,-2.57765011040047,1e-10,5.77049180327869e-10,2.62295081967213e-10,262,tags=93%, list=11%, signal=84%,CIITA/RNASE6/C1orf162/FGD2/SCIMP/PRAM1/SLC11A1/SLC7A7/CLEC7A/LRRC25/LTA4H/LY86/CALHM6/MPEG1/LILRB2/IGSF6/MS4A7/HCK/CPVL/HLA-DMA/LGALS2/FGL2/CD14/MS4A6A/CTSZ/CYBB/HLA-DQB1/MNDA/HLA-DQA1/LST1/HLA-DRB5/HLA-DPB1/HLA-DPA1/HLA-DRB1/TYROBP/HLA-DRA/CD74/LYZ/S100A8,descartes DE_gene_by_organ.csv, fold.change>5, qval<0.05, pval<0.05,C8/
DESCARTES_FETAL_STOMACH_MYELOID_CELLS,DESCARTES_FETAL_STOMACH_MYELOID_CELLS,43,-0.88598522512686,-2.5950798588283,1e-10,5.77049180327869e-10,2.62295081967213e-10,214,tags=86%, list=9%, signal=80%,FGD2/GCA/JAML/CLEC7A/TNFRSF1B/ALOX5/HLA-DMB/TBXAS1/LY86/MYO1F/MPEG1/CSF3R/NCF2/IGSF6/MS4A7/HCK/PLEK/CPVL/HLA-DMA/CD14/MS4A6A/NAPSB/CYBB/IFI30/HLA-DQB1/SPI1/HLA-DQA1/HLA-DRB5/HLA-DPB1/FCER1G/HLA-DPA1/HLA-DRB1/TYROBP/HLA-DRA/CD74/CST3/S100A8,descartes DE_gene_by_organ.csv, fold.change>5, qval<0.05, pval<0.05,C8/
